# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1308.0; 54.815; -0.05450; 0.0; -2655.3; -2875.7
1311.0; 54.940; -0.05363; 12.2; -1612.5; -3005.6
1314.0; 55.067; -0.05466; 322.3; -61.9; -3063.4
1317.0; 55.195; -0.05646; 1183.7; -16.5; -3073.2
1320.0; 55.323; -0.05765; 1054.3; -0.3; -3074.2
1323.0; 55.449; -0.05821; 567.2; -0.1; -3075.0
1326.0; 55.574; -0.05854; 216.8; -0.1; -3074.5
1329.0; 55.700; -0.05887; 87.8; -0.1; -3072.4
1332.0; 55.826; -0.05919; 18.4; -0.0; -3070.0
1335.0; 55.953; -0.05938; 0.2; -0.0; -3067.3
1338.0; 56.081; -0.05939; 0.3; -0.0; -3064.2
1341.0; 56.210; -0.05936; 353.3; -0.0; -3059.6
1344.0; 56.341; -0.05996; 1352.3; -0.0; -3054.6
1347.0; 56.472; -0.06273; 2621.2; -0.0; -3030.2
1350.0; 56.603; -0.06902; 3772.9; -0.0; -2853.3
1353.0; 56.733; -0.07799; 5429.9; -0.0; -2523.2
1356.0; 56.860; -0.08584; 5410.5; -0.0; -2528.2
1359.0; 56.985; -0.08909; 4675.3; -0.0; -2693.2
1362.0; 57.108; -0.08799; 4104.6; -0.0; -2811.8
1365.0; 57.229; -0.08451; 3837.0; -0.0; -2866.1
1368.0; 57.349; -0.08006; 3813.9; -0.0; -2874.5
1371.0; 57.468; -0.07523; 3963.2; -0.0; -2850.3
1374.0; 57.586; -0.07011; 4212.3; -0.0; -2802.7
1377.0; 57.703; -0.06459; 4503.0; -0.0; -2739.3
1380.0; 57.819; -0.05872; 4829.7; -0.0; -2660.2
1383.0; 57.935; -0.05278; 5231.7; -0.0; -2557.4
1386.0; 58.049; -0.04725; 5730.0; -0.0; -2426.1
1389.0; 58.162; -0.04267; 6272.1; -0.0; -2279.3
1392.0; 58.274; -0.03954; 6738.2; -0.0; -2151.4
1395.0; 58.384; -0.03806; 7018.7; -0.0; -2078.3
1398.0; 58.493; -0.03766; 7100.0; -0.0; -2066.4
1401.0; 58.600; -0.03678; 7100.0; -0.0; -2076.9
1404.0; 58.705; -0.03559; 7100.0; -0.0; -2087.3
1407.0; 58.809; -0.03474; 7100.0; -0.0; -2099.7
1410.0; 58.912; -0.03394; 7100.0; -0.0; -2111.8
1413.0; 59.013; -0.03318; 7100.0; -0.0; -2123.8
1416.0; 59.113; -0.03247; 7100.0; -0.0; -2135.8
1419.0; 59.211; -0.03180; 7100.0; -0.0; -2147.6
1422.0; 59.308; -0.03116; 7100.0; -0.0; -2159.4
1425.0; 59.403; -0.03057; 7100.0; -0.0; -2171.1
1428.0; 59.497; -0.03000; 7100.0; -0.0; -2182.7
1431.0; 59.589; -0.02947; 7100.0; -0.0; -2194.1
1434.0; 59.680; -0.02896; 7100.0; -0.0; -2205.5
1437.0; 59.769; -0.02802; 7100.0; -0.0; -2207.1
1440.0; 59.858; -0.02482; 7100.0; -0.0; -2151.8
1443.0; 59.945; -0.02012; 7100.0; -0.0; -2013.3
1446.0; 60.031; -0.01462; 7100.0; -0.0; -1770.2
1449.0; 60.116; -0.00903; 7100.0; -0.0; -1420.8
1452.0; 60.200; -0.00404; 7100.0; -0.0; -998.7
1455.0; 60.283; -0.00020; 7100.0; -0.0; -570.7
1458.0; 60.364; 0.00223; 7100.0; -0.0; -205.4
1461.0; 60.445; 0.00336; 7100.0; -0.0; 59.5
1464.0; 60.525; 0.00351; 7056.0; -0.0; 219.4
1467.0; 60.604; 0.00293; 6987.6; -0.0; 285.7
1470.0; 60.683; 0.00189; 6922.3; -0.0; 274.9
1473.0; 60.760; 0.00060; 6859.7; -0.2; 206.2
1476.0; 60.837; -0.00068; 4999.0; -2.7; 103.6
1479.0; 60.913; -0.00169; 1610.3; -8.4; -12.0
1482.0; 60.989; -0.00218; 4.9; -2705.3; -120.8
1485.0; 61.064; -0.00199; 1.8; -7286.3; -202.2
1488.0; 61.141; -0.00111; 1.2; -11511.3; -237.9
1491.0; 61.219; 0.00022; 0.9; -14712.2; -216.2
1494.0; 61.299; 0.00160; 0.1; -16178.7; -136.2
1497.0; 61.382; 0.00196; 0.0; -16289.6; -42.9
1500.0; 61.468; 0.00090; 0.0; -16245.1; -0.0
1503.0; 61.557; -0.00006; 0.0; -16073.6; -0.0
1506.0; 61.651; -0.00006; 0.0; -15904.2; -0.0
1509.0; 61.748; -0.00008; 0.0; -15726.7; -3.4
1512.0; 61.851; -0.00320; 0.0; -15122.4; -145.1
1515.0; 61.960; -0.00914; 0.0; -13832.4; -480.9
1518.0; 62.074; -0.01818; 0.0; -11755.8; -993.2
1521.0; 62.196; -0.03011; 0.0; -9136.7; -1582.2
1524.0; 62.323; -0.04314; 0.0; -6537.9; -2117.4
1527.0; 62.458; -0.05401; 0.0; -4525.0; -2504.2
1530.0; 62.600; -0.06040; 0.0; -3281.7; -2731.2
1533.0; 62.748; -0.06314; 0.0; -2592.3; -2849.9
1536.0; 62.901; -0.06508; 0.0; -2147.8; -2916.4
1539.0; 63.060; -0.06866; 0.0; -1738.8; -2963.8
1542.0; 63.223; -0.07369; 0.0; -1349.4; -2997.4
1545.0; 63.388; -0.07733; 0.0; -1093.7; -3008.7
1548.0; 63.556; -0.07714; 0.0; -903.1; -2995.8
1551.0; 63.724; -0.07258; 0.0; -0.0; -2968.4
1554.0; 63.891; -0.06453; 1536.4; -0.0; -2930.4
1557.0; 64.056; -0.05639; 3131.1; -0.0; -2923.9
1560.0; 64.218; -0.05297; 2842.3; -0.0; -2965.2
1563.0; 64.378; -0.05615; 2458.5; -0.0; -3004.7
1566.0; 64.539; -0.06358; 4867.4; -0.0; -2557.6
1569.0; 64.698; -0.07110; 6851.3; -0.0; -2024.0
1572.0; 64.854; -0.07005; 6565.8; -0.0; -2089.7
1575.0; 65.007; -0.06177; 6660.3; -0.0; -2060.8
1578.0; 65.156; -0.05436; 7008.3; -0.0; -1963.3
1581.0; 65.301; -0.05212; 7100.0; -0.0; -1951.0
1584.0; 65.440; -0.04985; 7100.0; -0.0; -1963.6
1587.0; 65.575; -0.04757; 7100.0; -0.0; -1976.0
1590.0; 65.705; -0.04565; 7100.0; -0.0; -1989.0
1593.0; 65.830; -0.04394; 7100.0; -0.0; -2001.8
1596.0; 65.952; -0.04239; 7100.0; -0.0; -2014.5
1599.0; 66.070; -0.03721; 7100.0; -0.0; -1941.8
1602.0; 66.186; -0.02698; 7100.0; -0.0; -1679.2
1605.0; 66.298; -0.01433; 7100.0; -0.0; -1187.2
1608.0; 66.406; -0.00185; 7100.0; -0.0; -531.0
1611.0; 66.512; 0.00802; 7100.0; -0.0; 116.1
1614.0; 66.615; 0.01397; 7100.0; -0.0; 606.7
1617.0; 66.716; 0.01660; 7100.0; -0.0; 915.1
1620.0; 66.815; 0.01726; 7100.0; -0.0; 1084.1
1623.0; 66.912; 0.01684; 7100.0; -0.0; 1158.3
1626.0; 67.007; 0.01587; 7100.0; -0.0; 1171.5
1629.0; 67.102; 0.01467; 7100.0; -0.0; 1147.2
1632.0; 67.195; 0.01341; 7100.0; -0.0; 1101.3
1635.0; 67.286; 0.01218; 7100.0; -0.0; 1044.2
1638.0; 67.377; 0.01104; 7100.0; -0.0; 982.4
1641.0; 67.466; 0.00998; 7100.0; -0.0; 919.9
1644.0; 67.554; 0.00902; 7100.0; -0.0; 858.9
1647.0; 67.642; 0.00816; 7100.0; -0.0; 800.6
1650.0; 67.728; 0.00739; 7100.0; -0.0; 745.7
1653.0; 67.813; 0.00669; 7100.0; -0.0; 694.3
1656.0; 67.897; 0.00607; 7100.0; -0.0; 646.5
1659.0; 67.981; 0.00550; 7100.0; -0.0; 602.0
1662.0; 68.063; 0.00499; 7100.0; -0.0; 560.5
1665.0; 68.145; 0.00453; 7100.0; -0.0; 521.7
1668.0; 68.226; 0.00411; 7100.0; -0.0; 485.3
1671.0; 68.306; 0.00372; 7100.0; -0.0; 450.9
1674.0; 68.385; 0.00336; 7030.0; -0.0; 418.8
1677.0; 68.463; 0.00303; 6963.0; -0.0; 388.7
1680.0; 68.541; 0.00274; 6898.9; -0.0; 360.6
1683.0; 68.618; 0.00247; 6837.5; -0.0; 334.4
1686.0; 68.694; 0.00224; 6778.7; -0.0; 310.0
1689.0; 68.770; 0.00202; 6722.1; -0.0; 287.5
1692.0; 68.845; 0.00184; 6667.8; -0.0; 266.7
1695.0; 68.919; 0.00167; 6615.5; -0.0; 247.5
1698.0; 68.993; 0.00152; 6565.2; -0.0; 229.9
1701.0; 69.066; 0.00138; 6516.7; -0.0; 213.7
1704.0; 69.139; 0.00126; 6469.8; -0.0; 198.9
1707.0; 69.211; 0.00115; 6424.6; -0.0; 185.2
1710.0; 69.283; 0.00105; 6381.0; -0.0; 172.6
1713.0; 69.354; 0.00096; 6338.7; -0.0; 160.9
1716.0; 69.425; 0.00088; 6297.9; -0.0; 150.2
1719.0; 69.495; 0.00081; 6258.3; -0.0; 140.3
1722.0; 69.565; 0.00074; 6220.0; -0.0; 131.1
1725.0; 69.634; 0.00068; 6182.8; -0.0; 122.6
1728.0; 69.703; 0.00063; 6146.8; -0.0; 114.7
1731.0; 69.771; 0.00058; 6111.8; -0.0; 107.4
1734.0; 69.840; 0.00053; 6077.8; -0.0; 100.6
1737.0; 69.907; 0.00049; 6044.8; -0.0; 94.2
1740.0; 69.975; 0.00045; 6012.7; -0.0; 88.3
1743.0; 70.042; 0.00042; 5981.5; -0.0; 82.9
1746.0; 70.108; 0.00039; 5951.1; -0.0; 77.8
1749.0; 70.174; 0.00036; 5921.6; -0.0; 73.0
1752.0; 70.240; 0.00033; 5892.8; -0.0; 68.6
1755.0; 70.306; 0.00031; 5864.7; -0.0; 64.5
1758.0; 70.371; 0.00028; 5837.4; -0.0; 60.6
1761.0; 70.436; 0.00026; 5810.7; -0.0; 57.0
1764.0; 70.501; 0.00024; 5784.7; -0.0; 53.6
1767.0; 70.566; 0.00023; 5759.3; -0.0; 50.4
1770.0; 70.630; 0.00021; 5734.5; -0.0; 47.5
1773.0; 70.694; 0.00019; 5710.4; -0.0; 44.7
1776.0; 70.757; 0.00018; 5686.7; -0.0; 42.1
1779.0; 70.820; 0.00017; 5663.6; -0.0; 39.7
1782.0; 70.884; 0.00016; 5641.1; -0.0; 37.4
1785.0; 70.946; 0.00015; 5619.0; -0.0; 35.3
1788.0; 71.009; 0.00014; 5597.5; -0.0; 33.2
1791.0; 71.071; 0.00013; 5576.3; -0.0; 31.3
1794.0; 71.133; 0.00012; 5555.7; -0.0; 29.6
1797.0; 71.195; 0.00011; 5535.5; -0.0; 27.9
1800.0; 71.257; 0.00010; 5515.7; -0.0; 26.3
1803.0; 71.318; 0.00009; 5496.3; -0.0; 24.8
1806.0; 71.379; 0.00009; 5477.3; -0.0; 23.4
1809.0; 71.440; 0.00008; 5458.8; -0.0; 22.1
1812.0; 71.501; 0.00008; 5440.5; -0.0; 20.8
1815.0; 71.562; 0.00007; 5422.7; -0.0; 19.7
1818.0; 71.622; 0.00007; 5405.2; -0.0; 18.5
1821.0; 71.682; 0.00006; 5388.0; -0.0; 17.5
1824.0; 71.742; 0.00006; 5371.1; -0.0; 16.5
1827.0; 71.802; 0.00005; 5354.6; -0.0; 15.6
1830.0; 71.861; 0.00005; 5338.4; -0.0; 14.7
1833.0; 71.921; 0.00005; 5322.5; -0.0; 13.9
1836.0; 71.980; 0.00004; 5306.9; -0.0; 13.1
1839.0; 72.039; 0.00004; 5291.6; -0.0; 12.3
1842.0; 72.098; 0.00004; 5276.5; -0.0; 11.6
1845.0; 72.157; 0.00004; 5261.7; -0.0; 11.0
1848.0; 72.215; 0.00003; 5247.2; -0.0; 10.4
1851.0; 72.274; 0.00003; 5232.9; -0.0; 9.8
1854.0; 72.332; 0.00003; 5218.9; -0.0; 9.2
1857.0; 72.390; 0.00003; 5205.1; -0.0; 8.7
1860.0; 72.448; 0.00003; 5191.6; -0.0; 8.2
1863.0; 72.506; 0.00002; 5178.3; -0.0; 7.8
1866.0; 72.563; 0.00002; 5165.2; -0.0; 7.3
1869.0; 72.621; 0.00002; 5152.3; -0.0; 6.9
1872.0; 72.678; 0.00002; 5139.7; -0.0; 6.6
1875.0; 72.735; 0.00002; 5127.2; -0.0; 6.2
1878.0; 72.792; 0.00002; 5115.0; -0.0; 5.9
1881.0; 72.849; 0.00002; 5102.9; -0.0; 5.6
1884.0; 72.906; 0.00002; 5091.1; -0.0; 5.3
1887.0; 72.963; 0.00001; 5079.4; -0.0; 5.0
1890.0; 73.019; 0.00001; 5067.9; -0.0; 4.8
1893.0; 73.075; 0.00001; 5056.6; -0.0; 4.6
1896.0; 73.132; 0.00001; 5045.5; -0.0; 4.4
1899.0; 73.188; 0.00001; 5034.5; -0.0; 4.2
1902.0; 73.244; 0.00001; 5023.7; -0.0; 4.0
1905.0; 73.300; 0.00001; 5013.1; -0.0; 3.9
1908.0; 73.355; 0.00001; 5002.6; -0.0; 3.8
1911.0; 73.411; 0.00001; 4992.3; -0.0; 3.7
1914.0; 73.467; 0.00001; 4982.2; -0.0; 3.6
1917.0; 73.522; 0.00001; 4972.1; -0.0; 3.5
1920.0; 73.577; 0.00001; 4962.3; -0.0; 3.4
1923.0; 73.632; 0.00001; 4952.6; -0.0; 3.3
1926.0; 73.688; 0.00001; 4943.0; -0.0; 3.3
1929.0; 73.743; 0.00001; 4933.5; -0.0; 3.3
1932.0; 73.797; 0.00001; 4924.2; -0.0; 3.3
1935.0; 73.852; 0.00001; 4915.1; -0.0; 3.5
1938.0; 73.907; 0.00002; 4906.0; -0.0; 3.7
1941.0; 73.961; 0.00002; 4897.1; -0.0; 4.1
1944.0; 74.016; 0.00003; 4888.3; -0.0; 4.8
1947.0; 74.070; 0.00003; 4879.6; -0.0; 5.7
1950.0; 74.125; 0.00004; 4871.1; -0.0; 7.1
1953.0; 74.179; 0.00006; 4862.6; -0.0; 8.8
1956.0; 74.233; 0.00007; 4854.3; -0.0; 11.0
1959.0; 74.287; 0.00008; 4846.1; -0.0; 13.7
1962.0; 74.341; 0.00010; 4838.0; -0.0; 16.8
1965.0; 74.394; 0.00011; 4830.0; -0.0; 20.1
1968.0; 74.448; 0.00012; 4822.1; -0.0; 23.4
1971.0; 74.502; 0.00011; 4814.3; -0.0; 26.2
1974.0; 74.555; 0.00010; 4806.6; -0.0; 28.1
1977.0; 74.609; 0.00007; 4799.1; -0.0; 28.1
1980.0; 74.662; 0.00001; 4791.6; -0.0; 25.5
1983.0; 74.715; -0.00007; 4784.2; -0.0; 19.1
1986.0; 74.769; -0.00018; 4776.9; -0.0; 8.0
